i,drand48()
3417,0.190218
3418,0.894163
3419,0.459557
3420,0.0409898
3421,0.0280415
3422,0.281516
3423,0.155072
3424,0.619812
3425,0.901409
3426,0.159559
3427,0.661823
3428,0.292587
3429,0.357833
3430,0.851541
3431,0.493484
3432,0.267303
3433,0.409806
3434,0.671811
3435,0.0141719
3436,0.898056
3437,0.0355762
3438,0.230983
3439,0.492912
3440,0.390903
3441,0.804045
3442,0.297136
3443,0.290897
3444,0.801905
3445,0.491749
3446,0.50564
3447,0.795518
3448,0.606099
3449,0.427167
3450,0.35929
3451,0.023967
3452,0.379562
3453,0.360746
3454,0.802144
3455,0.0998235
3456,0.41352
3457,0.411195
3458,0.43985
3459,0.340562
3460,0.632525
3461,0.213596
3462,0.299068
3463,0.0302918
3464,0.233724
3465,0.817096
3466,0.0302977
3467,0.15372
3468,0.42025
3469,0.314406
3470,0.150937
3471,0.26336
3472,0.340746
3473,0.18778
3474,0.366368
3475,0.0872231
3476,0.44427
3477,0.122751
3478,0.0916641
3479,0.568872
3480,0.443571
3481,0.658694
3482,0.998781
3483,0.391827
3484,0.68146
3485,0.741726
3486,0.0356631
3487,0.067488
3488,0.0992896
3489,0.63873
3490,0.78434
3491,0.76718
3492,0.101089
3493,0.0202046
3494,0.952928
3495,0.927485
3496,0.232493
3497,0.473605
3498,0.017523
3499,0.442245
3500,0.794221
3501,0.557854
3502,0.658602
3503,0.928472
3504,0.782554
3505,0.434497
3506,0.365075
3507,0.0867596
3508,0.0942307
3509,0.432778
3510,0.928093
3511,0.804894
3512,0.903743
3513,0.836671
3514,0.114734
3515,0.127248
3516,0.873648
3517,0.0741632
3518,0.525505
3519,0.0487866
3520,0.202709
3521,0.0859596
3522,0.00411785
3523,0.823344
3524,0.965238
3525,0.336131
3526,0.316234
3527,0.899132
3528,0.213677
3529,0.97542
3530,0.556926
3531,0.0236263
3532,0.574166
3533,0.493997
3534,0.623751
3535,0.57421
3536,0.683779
3537,0.610097
3538,0.420989
3539,0.864925
3540,0.623292
3541,0.580468
3542,0.386176
3543,0.413755
3544,0.26925
3545,0.924793
3546,0.676345
3547,0.805018
3548,0.2051
3549,0.206813
3550,0.469955
3551,0.489271
3552,0.927807
3553,0.877866
3554,0.461383
3555,0.285862
3556,0.701429
3557,0.772849
3558,0.705987
3559,0.413759
3560,0.633338
3561,0.0535123
3562,0.551255
3563,0.0130009
3564,0.676162
3565,0.759635
3566,0.827795
3567,0.53618
3568,0.0360931
3569,0.585662
3570,0.715104
3571,0.306481
3572,0.346177
3573,0.620009
3574,0.511843
3575,0.441329
3576,0.344913
3577,0.0284955
3578,0.777338
3579,0.229621
3580,0.29236
3581,0.634718
3582,0.146859
3583,0.692429
3584,0.017563
3585,0.0417951
3586,0.313007
3587,0.234186
3588,0.0851258
3589,0.985593
3590,0.792042
3591,0.051563
3592,0.811109
3593,0.533732
3594,0.818513
3595,0.873996
3596,0.667871
3597,0.212335
3598,0.0232678
3599,0.992192
3600,0.366288
3601,0.209362
3602,0.0162526
3603,0.733732
3604,0.666976
3605,0.165718
3606,0.0119413
3607,0.178349
3608,0.778203
3609,0.310017
3610,0.675427
3611,0.0956707
3612,0.278392
3613,0.547583
3614,0.232877
3615,0.726699
3616,0.540187
3617,0.696944
3618,0.961124
3619,0.024316
3620,0.0185881
3621,0.13676
3622,0.655615
3623,0.49052
3624,0.838549
3625,0.331954
3626,0.859932
3627,0.48736
3628,0.421525
3629,0.840129
3630,0.137831
3631,0.30873
3632,0.422947
3633,0.638517
3634,0.672714
3635,0.851142
3636,0.713573
3637,0.779278
3638,0.0100003
3639,0.148479
3640,0.180489
3641,0.188632
3642,0.913801
3643,0.589749
3644,0.604698
3645,0.725793
3646,0.517248
3647,0.33639
3648,0.101189
3649,0.653997
3650,0.210753
3651,0.329119
3652,0.596943
3653,0.33198
3654,0.867315
3655,0.621412
3656,0.53828
3657,0.984383
3658,0.959979
3659,0.411004
3660,0.630187
3661,0.768869
3662,0.12282
3663,0.641321
3664,0.538907
3665,0.331812
3666,0.560852
3667,0.00634727
3668,0.460362
3669,0.579634
3670,0.0715344
3671,0.475286
3672,0.549064
3673,0.326027
3674,0.0246491
3675,0.433645
3676,0.896729
3677,0.784105
3678,0.510106
3679,0.356504
3680,0.981226
3681,0.924922
3682,0.634458
3683,0.745045
3684,0.912534
3685,0.528837
3686,0.0847051
3687,0.29175
3688,0.973907
3689,0.213011
3690,0.118391
3691,0.831447
3692,0.687304
3693,0.867236
3694,0.946311
3695,0.288813
3696,0.169491
3697,0.201676
3698,0.490786
3699,0.267581
3700,0.839236
3701,0.57554
3702,0.998871
3703,0.128121
3704,0.489955
3705,0.896844
3706,0.314715
3707,0.86901
3708,0.462572
3709,0.262981
3710,0.445312
3711,0.131469
3712,0.699732
3713,0.642926
3714,0.644026
3715,0.465255
3716,0.0975584
3717,0.418246
3718,0.669405
3719,0.178607
3720,0.0107141
3721,0.0262384
3722,0.31425
3723,0.706673
3724,0.429532
3725,0.44941
3726,0.230732
3727,0.301562
3728,0.106531
3729,0.426806
3730,0.569091
3731,0.817501
3732,0.33886
3733,0.22077
3734,0.895515
3735,0.546905
3736,0.741511
3737,0.644369
3738,0.232877
3739,0.0834097
3740,0.904916
3741,0.067586
3742,0.177828
3743,0.437779
3744,0.504327
3745,0.892561
3746,0.769192
3747,0.519152
3748,0.104978
3749,0.77849
3750,0.823714
3751,0.290361
3752,0.427146
3753,0.854642
3754,0.602074
3755,0.600382
3756,0.242848
3757,0.575391
3758,0.0349893
3759,0.843521
3760,0.868173
3761,0.424861
3762,0.0185312
3763,0.163429
3764,0.592228
3765,0.691975
3766,3.51625e-05
3767,0.145819
3768,0.498778
3769,0.221391
3770,0.819766
3771,0.577786
3772,0.346309
3773,0.754439
3774,0.475612
3775,0.410535
3776,0.28601
3777,0.949988
3778,0.643379
3779,0.0783205
3780,0.727716
3781,0.801908
3782,0.746768
3783,0.597337
3784,0.0770733
3785,0.221907
3786,0.539956
3787,0.707664
3788,0.0319363
3789,0.448983
3790,0.281141
3791,0.808241
3792,0.76445
3793,0.485301
3794,0.954826
3795,0.663988
3796,0.452501
3797,0.389205
3798,0.789497
3799,0.195909
3800,0.0386476
3801,0.316201
3802,0.739414
3803,0.975329
3804,0.767682
3805,0.165722
3806,0.206057
3807,0.973898
3808,0.420132
3809,0.433401
3810,0.196486
3811,0.328873
3812,0.356134
3813,0.894242
3814,0.310234
3815,0.291363
3816,0.602832
3817,0.450912
3818,0.449721
3819,0.572065
3820,0.552867
3821,0.413422
3822,0.325592
3823,0.18877
3824,0.138655
3825,0.562385
3826,0.62044
3827,0.872153
3828,0.0571173
3829,0.159085
3830,0.852411
3831,0.586584
3832,0.145793
3833,0.0637614
3834,0.392927
3835,0.771749
3836,0.960165
3837,0.911241
3838,0.916949
3839,0.275444
3840,0.0331482
3841,0.863604
3842,0.554691
3843,0.410199
3844,0.97379
3845,0.446644
3846,0.753527
3847,0.174222
3848,0.199048
3849,0.904968
3850,0.0091235
3851,0.994065
3852,0.609043
3853,0.044678
3854,0.174819
3855,0.701464
3856,0.284479
3857,0.728331
3858,0.575415
3859,0.194705
3860,0.3802
3861,0.740643
3862,0.0312227
3863,0.966034
3864,0.839385
3865,0.24202
3866,0.614199
3867,0.526956
3868,0.590184
3869,0.19805
3870,0.311961
3871,0.624427
3872,0.195156
3873,0.134742
3874,0.147299
3875,0.920124
3876,0.891476
3877,0.0803285
3878,0.898565
3879,0.675025
3880,0.927247
3881,0.264219
3882,0.67607
3883,0.630967
3884,0.610441
3885,0.842396
3886,0.845638
3887,0.163706
3888,0.538941
3889,0.786623
3890,0.345225
3891,0.368091
3892,0.773231
3893,0.9338
3894,0.334329
3895,0.760543
3896,0.900586
3897,0.753393
3898,0.447651
3899,0.998151
3900,0.877831
3901,0.507725
3902,0.120684
3903,0.43395
3904,0.53821
3905,0.395195
3906,0.520612
3907,0.486471
3908,0.719541
3909,0.863896
3910,0.38405
3911,0.996474
3912,0.0812366
3913,0.337195
3914,0.444874
3915,0.78818
3916,0.996121
3917,0.0185036
3918,0.369989
3919,0.125525
3920,0.0510931
3921,0.545482
3922,0.0256643
3923,0.250692
3924,0.994013
3925,0.990514
3926,0.117629
3927,0.572713
3928,0.700828
3929,0.891388
3930,0.508002
3931,0.714317
3932,0.388521
3933,0.621299
3934,0.863177
3935,0.667039
3936,0.80042
3937,0.838618
3938,0.358835
3939,0.905032
3940,0.078492
3941,0.00329836
3942,0.419283
3943,0.890043
3944,0.103276
3945,0.907521
3946,0.434548
3947,0.901921
3948,0.0200277
3949,0.883473
3950,0.944261
3951,0.255125
3952,0.72651
3953,0.251491
3954,0.344769
3955,0.431495
3956,0.223916
3957,0.728577
3958,0.0356024
3959,0.458598
3960,0.830875
3961,0.892402
3962,0.42207
3963,0.492118
3964,0.437936
3965,0.491848
3966,0.00905931
3967,0.286623
3968,0.795831
3969,0.905151
3970,0.212011
3971,0.343947
3972,0.547877
3973,0.504472
3974,0.557513
3975,0.560059
3976,0.551028
3977,0.115785
3978,0.809117
3979,0.213315
3980,0.400069
3981,0.330236
3982,0.723147
3983,0.978323
3984,0.847559
3985,0.683371
3986,0.681768
3987,0.155171
3988,0.573395
3989,0.868076
3990,0.261921
3991,0.583737
3992,0.0306555
3993,0.272658
3994,0.852613
3995,0.393205
3996,0.610236
3997,0.464742
3998,0.0311307
3999,0.209427
4000,0.310081
4001,0.392771
4002,0.430989
4003,0.114481
4004,0.353449
4005,0.308618
4006,0.988811
4007,0.196697
4008,0.615286
4009,0.87656
4010,0.52997
4011,0.133908
4012,0.330471
4013,0.915759
4014,0.758027
4015,0.871885
4016,0.869451
4017,0.405922
4018,0.543066
4019,0.0635657
4020,0.575798
4021,0.0905014
4022,0.479594
4023,0.758096
4024,0.919893
4025,0.450311
4026,0.604188
4027,0.62293
4028,0.889564
4029,0.345539
4030,0.853519
4031,0.26376
4032,0.421849
4033,0.978813
4034,0.80942
4035,0.508216
4036,0.292612
4037,0.400146
4038,0.852477
4039,0.637866
4040,0.688487
4041,0.830584
4042,0.440244
4043,0.802574
4044,0.357426
4045,0.0402713
4046,0.579884
4047,0.310778
4048,0.89207
4049,0.684116
4050,0.995258
4051,0.253585
4052,0.169454
4053,0.320518
4054,0.140639
4055,0.349921
4056,0.0295021
4057,0.152702
4058,0.311048
4059,0.870464
4060,0.904825
4061,0.815549
4062,0.194363
4063,0.651221
4064,0.750069
4065,0.651634
4066,0.432789
4067,0.200645
4068,0.398146
4069,0.38727
4070,0.0689865
4071,0.660022
4072,0.484007
4073,0.332092
4074,0.181232
4075,0.333847
4076,0.618008
4077,0.724154
4078,0.926756
4079,0.869319
4080,0.307593
4081,0.557344
4082,0.555172
4083,0.151496
4084,0.668037
4085,0.730389
4086,0.495289
4087,0.0784877
4088,0.633774
4089,0.108773
4090,0.207076
4091,0.59032
4092,0.787753
4093,0.695046
4094,0.303028
4095,0.4123
4096,0.126941
4097,0.552447
4098,0.234476
4099,0.721175
4100,0.840219
4101,0.0552615
4102,0.191453
4103,0.397867
4104,0.206233
4105,0.971313
4106,0.44083
4107,0.257641
4108,0.94238
4109,0.482479
4110,0.115706
4111,0.976241
4112,0.123876
4113,0.573822
4114,0.0369478
4115,0.703634
4116,0.219215
4117,0.967059
4118,0.890731
4119,0.185768
4120,0.883344
4121,0.526637
4122,0.477735
4123,0.725284
4124,0.144248
4125,0.554137
4126,0.591845
4127,0.395897
4128,0.196715
4129,0.7273
4130,0.758846
4131,0.489532
4132,0.566672
4133,0.392358
4134,0.776638
4135,0.39297
4136,0.27142
4137,0.132112
4138,0.0340072
4139,0.650387
4140,0.319276
4141,0.797208
4142,0.559342
4143,0.323651
4144,0.46364
4145,0.685154
4146,0.856145
4147,0.383507
4148,0.251584
4149,0.10189
4150,0.839367
4151,0.486995
4152,0.738933
4153,0.8563
4154,0.694069
4155,0.370754
4156,0.639009
4157,0.171291
4158,0.662393
4159,0.232738
4160,0.440255
4161,0.28922
4162,0.631373
4163,0.918576
4164,0.181592
4165,0.588332
4166,0.775476
4167,0.771283
4168,0.0793275
4169,0.0847964
4170,0.315319
4171,0.457572
4172,0.224771
4173,0.68705
4174,0.926852
4175,0.529911
4176,0.739419
4177,0.801049
4178,0.290878
4179,0.515319
4180,0.409873
4181,0.803053
4182,0.356623
4183,0.800135
4184,0.20588
4185,0.337549
4186,0.828714
4187,0.880484
4188,0.693433
4189,0.33952
4190,0.226299
4191,0.812698
4192,0.125389
4193,0.490504
4194,0.235795
4195,0.0835198
4196,0.562164
4197,0.505707
4198,0.443148
4199,0.0495714
4200,0.335637
4201,0.114078
4202,0.423439
4203,0.50769
4204,0.314323
4205,0.874968
4206,0.449576
4207,0.556408
4208,0.00430368
4209,0.504196
4210,0.199993
4211,0.413889
4212,0.478442
4213,0.230585
4214,0.068269
4215,0.254272
4216,0.369448
4217,0.832987
4218,0.353961
4219,0.913728
4220,0.79681
4221,0.52022
4222,0.420583
4223,0.766039
4224,0.683038
4225,0.205178
4226,0.0983003
4227,0.457558
4228,0.713802
4229,0.123641
4230,0.268672
4231,0.0707461
4232,0.425152
4233,0.182187
4234,0.85773
4235,0.717587
4236,0.978104
4237,0.0533514
4238,0.871115
4239,0.378248
4240,0.978461
4241,0.425295
4242,0.698263
4243,0.84098
4244,0.793053
4245,0.154086
4246,0.587289
4247,0.976892
4248,0.730915
4249,0.446226
4250,0.921831
4251,0.923805
4252,0.930786
4253,0.844664
4254,0.0175206
4255,0.448541
4256,0.00912789
4257,0.321599
4258,0.478743
4259,0.213897
4260,0.363567
4261,0.454461
4262,0.424031
4263,0.568102
4264,0.335781
4265,0.627144
4266,0.886842
4267,0.989226
4268,0.259611
4269,0.746834
4270,0.54196
4271,0.408837
4272,0.251435
4273,0.77824
4274,0.288622
4275,0.278038
4276,0.640923
4277,0.793092
4278,0.660268
4279,0.660073
4280,0.344446
4281,0.425242
4282,0.126199
4283,0.588051
4284,0.607116
4285,0.963156
4286,0.0290495
4287,0.930552
4288,0.192277
4289,0.545224
4290,0.668893
4291,0.594193
4292,0.791857
4293,0.432848
4294,0.232832
4295,0.858467
4296,0.633296
4297,0.396192
4298,0.289344
4299,0.297851
4300,0.637554
4301,0.272777
4302,0.158665
4303,0.178386
4304,0.160226
4305,0.555467
4306,0.951432
4307,0.515331
4308,0.149066
4309,0.880083
4310,0.583321
4311,0.50559
4312,0.254742
4313,0.850877
4314,0.846934
4315,0.679197
4316,0.0186965
4317,0.241836
4318,0.205697
4319,0.489935
4320,0.167273
4321,0.111529
4322,0.497714
4323,0.843401
4324,0.40239
4325,0.277691
4326,0.158496
4327,0.164248
4328,0.986876
4329,0.314379
4330,0.926389
4331,0.471559
4332,0.17103
4333,0.299406
4334,0.647535
4335,0.766314
4336,0.843158
4337,0.883451
4338,0.690775
4339,0.0574977
4340,0.160905
4341,0.446166
4342,0.387543
4343,0.048914
4344,0.735481
4345,0.610508
4346,0.67608
4347,0.878137
4348,0.803876
4349,0.807149
4350,0.930047
4351,0.108926
4352,0.794324
4353,0.90909
4354,0.543676
4355,0.211021
4356,0.530457
4357,0.826584
4358,0.811979
4359,0.0643951
4360,0.745435
4361,0.888301
4362,0.646404
4363,0.162274
4364,0.507974
4365,0.501598
4366,0.692865
4367,0.487552
4368,0.969522
4369,0.0383626
4370,0.0377794
4371,0.845503
4372,0.601171
4373,0.829403
4374,0.293999
4375,0.362126
4376,0.828526
4377,0.156863
4378,0.926066
4379,0.028111
4380,0.924049
4381,0.937958
4382,0.00473025
4383,0.474896
4384,0.864098
4385,0.51281
4386,0.554094
4387,0.518758
4388,0.989463
4389,0.342992
4390,0.479023
4391,0.574264
4392,0.0647226
4393,0.144999
4394,0.0218156
4395,0.508137
4396,0.256899
4397,0.814338
4398,0.409694
4399,0.332765
4400,0.645001
4401,0.621876
4402,0.0109808
4403,0.794997
4404,0.829087
4405,0.4058
4406,0.938243
4407,0.135735
4408,0.683923
4409,0.551997
4410,0.719944
4411,0.330293
4412,0.154535
4413,0.305328
4414,0.834953
4415,0.98502
4416,0.528534
4417,0.627317
4418,0.571506
4419,0.794586
4420,0.855751
4421,0.29606
4422,0.666941
4423,0.354386
4424,0.0852161
4425,0.00601244
4426,0.417808
4427,0.98729
4428,0.221905
4429,0.783816
4430,0.661097
4431,0.662471
4432,0.992881
4433,0.397143
4434,0.0337074
4435,0.651083
4436,0.479827
4437,0.542948
4438,0.864363
4439,0.139403
4440,0.200684
4441,0.296424
4442,0.663664
4443,0.980784
4444,0.688729
4445,0.559955
4446,0.505553
4447,0.254856
4448,0.657446
4449,0.440504
4450,0.267074
4451,0.473219
4452,0.991697
4453,0.613089
4454,0.17093
4455,0.548146
4456,0.660785
4457,0.696591
4458,0.893107
4459,0.963079
4460,0.000980065
4461,0.516192
4462,0.520008
4463,0.655073
4464,0.911033
4465,0.284913
4466,0.308502
4467,0.659489
4468,0.294255
4469,0.276326
4470,0.788565
4471,0.56157
4472,0.468337
4473,0.443407
4474,0.600373
4475,0.74901
4476,0.355543
4477,0.767255
4478,0.252588
4479,0.630821
4480,0.620896
4481,0.387232
4482,0.981021
4483,0.662984
4484,0.8071
4485,0.904662
4486,0.159919
4487,0.748364
4488,0.138141
4489,0.69006
4490,0.432805
4491,0.420652
4492,0.447579
4493,0.724013
4494,0.375576
4495,0.00878995
4496,0.50469
4497,0.0198125
4498,0.148572
4499,0.55415
4500,0.436955
4501,0.208258
4502,0.132281
4503,0.727996
4504,0.509273
4505,0.498402
4506,0.946753
4507,0.99753
4508,0.950128
4509,0.19011
4510,0.829454
4511,0.206583
4512,0.99736
4513,0.823194
4514,0.9701
4515,0.979106
4516,0.758841
4517,0.162431
4518,0.781944
4519,0.592788
4520,0.687072
4521,0.687342
4522,0.0132006
4523,0.394969
4524,0.495482
4525,0.370284
4526,0.184044
4527,0.397499
4528,0.694993
4529,0.966787
4530,0.766274
4531,0.361191
4532,0.802531
4533,0.12952
4534,0.324817
4535,0.699203
4536,0.821864
4537,0.603657
4538,0.111383
4539,0.643248
4540,0.177865
4541,0.919271
4542,0.267536
4543,0.843354
4544,0.707666
4545,0.108923
4546,0.362086
4547,0.443394
4548,0.0888302
4549,0.429555
4550,0.789059
4551,0.488486
4552,0.681448
4553,0.131638
4554,0.99869
4555,0.590218
4556,0.846934
4557,0.410203
4558,0.364174
4559,0.180485
4560,0.503324
4561,0.597691
4562,0.0186271
4563,0.519319
4564,0.810195
4565,0.863616
4566,0.375521
4567,0.246819
4568,0.224368
4569,0.507971
4570,0.495138
4571,0.56003
4572,0.711656
4573,0.851414
4574,0.531393
4575,0.694092
4576,0.0747167
4577,0.603967
4578,0.317314
4579,0.950341
4580,0.300237
4581,0.943801
4582,0.681772
4583,0.96515
4584,0.63102
4585,0.758261
4586,0.370675
4587,0.690638
4588,0.0240693
4589,0.130541
4590,0.837185
4591,0.86609
4592,0.511422
4593,0.128035
4594,0.609857
4595,0.816622
4596,0.186635
4597,0.833699
4598,0.215493
4599,0.70884
4600,0.499609
4601,0.821607
4602,0.573618
4603,0.92273
4604,0.862481
4605,0.514853
4606,0.568466
4607,0.731603
4608,0.308998
4609,0.0712146
4610,0.897234
4611,0.79962
4612,0.871992
4613,0.253289
4614,0.873021
4615,0.157304
4616,0.163993
4617,0.679629
4618,0.288503
4619,0.862744
4620,0.283614
4621,0.586687
4622,0.71124
4623,0.829277
4624,0.997277
4625,0.813894
4626,0.250973
4627,0.643774
4628,0.237162
4629,0.852151
4630,0.30882
4631,0.223784
4632,0.340447
4633,0.0563618
4634,0.561605
4635,0.992621
4636,0.363246
4637,0.242916
4638,0.253327
4639,0.780559
4640,0.919858
4641,0.991381
4642,0.140003
4643,0.794995
4644,0.711582
4645,0.804912
4646,0.371671
4647,0.915419
4648,0.560378
4649,0.505411
4650,0.482449
4651,0.948961
4652,0.894871
4653,0.637348
4654,0.11045
4655,0.783095
4656,0.246802
4657,0.408971
4658,0.276375
4659,0.0636436
4660,0.105142
4661,0.632825
4662,0.0333429
4663,0.843767
4664,0.0960196
4665,0.95079
4666,0.159553
4667,0.844229
4668,0.765905
4669,0.194964
4670,0.726451
4671,0.553416
4672,0.55258
4673,0.287647
4674,0.843114
4675,0.409631
4676,0.846118
4677,0.505392
4678,0.485551
4679,0.0459336
4680,0.336136
4681,0.997832
4682,0.978716
4683,0.852668
4684,0.280983
4685,0.0769003
4686,0.64842
4687,0.50405
4688,0.541297
4689,0.28181
4690,0.217497
4691,0.197313
4692,0.519706
4693,0.525934
4694,0.330957
4695,0.0264686
4696,0.818773
4697,0.580589
4698,0.882111
4699,0.533582
4700,0.951865
4701,0.72508
4702,0.627526
4703,0.190236
4704,0.751226
4705,0.960452
4706,0.553041
4707,0.517819
4708,0.851686
4709,0.755011
4710,0.0440167
4711,0.180179
4712,0.378088
4713,0.762132
4714,0.656476
4715,0.614639
4716,0.523486
4717,0.365403
4718,0.0463172
4719,0.311382
4720,0.320681
4721,0.693173
4722,0.833468
4723,0.426498
4724,0.531742
4725,0.975606
4726,0.12744
4727,0.00601813
4728,0.112271
4729,0.754136
4730,0.468678
4731,0.207854
4732,0.255682
4733,0.598403
4734,0.723288
4735,0.802425
4736,0.147266
4737,0.132452
4738,0.261936
4739,0.193098
4740,0.520982
4741,0.453979
4742,0.640049
4743,0.772214
4744,0.129621
4745,0.472184
4746,0.136937
4747,0.680902
4748,0.73013
4749,0.456265
4750,0.395477
4751,0.800257
4752,0.0225178
4753,0.733572
4754,0.098823
4755,0.912381
4756,0.73817
4757,0.200086
4758,0.0218182
4759,0.542778
4760,0.279779
4761,0.193179
4762,0.875984
4763,0.656427
4764,0.702019
4765,0.555128
4766,0.429894
4767,0.520365
4768,0.573992
4769,0.00362183
4770,0.311336
4771,0.0727897
4772,0.269225
4773,0.481479
4774,0.391877
4775,0.725566
4776,0.327166
4777,0.131267
4778,0.504442
4779,0.861993
4780,0.765994
4781,0.221567
4782,0.56454
4783,0.328848
4784,0.0968115
4785,0.420953
4786,0.64823
4787,0.930846
4788,0.494494
4789,0.5946
4790,0.745254
4791,0.552037
4792,0.273646
4793,0.998696
4794,0.352705
4795,0.803345
4796,0.855904
4797,0.722157
4798,0.729819
4799,0.544961
4800,0.606707
4801,0.216527
4802,0.00291787
4803,0.788935
4804,0.778353
4805,0.14735
4806,0.724142
4807,0.148874
4808,0.787461
4809,0.867993
4810,0.359601
4811,0.483622
4812,0.847875
4813,0.975042
4814,0.251112
4815,0.759342
4816,0.696592
4817,0.45854
4818,0.178255
4819,0.524117
4820,0.615644
4821,0.356874
4822,0.889474
4823,0.111611
4824,0.945448
4825,0.901893
4826,0.0961134
4827,0.641191
4828,0.786259
4829,0.372401
4830,0.983291
4831,0.70309
4832,0.0286958
4833,0.131739
4834,0.416275
4835,0.965642
4836,0.379502
4837,0.116436
4838,0.668581
4839,0.740441
4840,0.745591
4841,0.767394
4842,0.704454
4843,0.228749
4844,0.501961
4845,0.592715
4846,0.177969
4847,0.952835
4848,0.54428
4849,0.152835
4850,0.306159
4851,0.96881
4852,0.0650867
4853,0.835311
4854,0.404721
4855,0.348343
4856,0.0969238
4857,0.800374
4858,0.990753
4859,0.106356
4860,0.642712
4861,0.531754
4862,0.134252
4863,0.00696206
4864,0.722984
4865,0.513416
4866,0.933728
4867,0.282836
4868,0.673759
4869,0.305591
4870,0.184252
4871,0.301694
4872,0.243818
4873,0.23716
4874,0.159664
4875,0.171055
4876,0.384783
4877,0.731186
4878,0.933782
4879,0.51815
4880,0.473825
4881,0.991773
4882,0.385722
4883,0.560385
4884,0.132229
4885,0.0998177
4886,0.367243
4887,0.703522
4888,0.831695
4889,0.079457
4890,0.92915
4891,0.395723
4892,0.345694
4893,0.933704
4894,0.810854
4895,0.717376
4896,0.489871
4897,0.125035
4898,0.972169
4899,0.106415
4900,0.891206
4901,0.253337
4902,0.997287
4903,0.879548
4904,0.0711818
4905,0.409044
4906,0.0137425
4907,0.499831
4908,0.467449
4909,0.643589
4910,0.958377
4911,0.314545
4912,0.148641
4913,0.383033
4914,0.780103
4915,0.214007
4916,0.598094
4917,0.235297
4918,0.516312
4919,0.0771927
4920,0.707755
4921,0.218651
4922,0.214551
4923,0.22475
4924,0.88981
4925,0.821614
4926,0.820481
4927,0.410894
4928,0.290245
4929,0.735283
4930,0.421932
4931,0.184816
4932,0.488239
4933,0.462179
4934,0.460169
4935,0.0376749
4936,0.753889
4937,0.0754074
4938,0.604303
4939,0.436267
4940,0.0831637
4941,0.0931896
4942,0.172525
4943,0.208341
4944,0.455305
4945,0.0525078
4946,0.0917247
4947,0.381816
4948,0.389288
4949,0.857787
4950,0.0607675
4951,0.351386
4952,0.190754
4953,0.183287
4954,0.545698
4955,0.526969
4956,0.760498
4957,0.0986577
4958,0.539312
4959,0.550916
4960,0.414683
4961,0.0341003
4962,0.292699
4963,0.911985
4964,0.483168
4965,0.213578
4966,0.930554
4967,0.756682
4968,0.0964825
4969,0.660936
4970,0.531353
4971,0.841148
4972,0.338021
4973,0.864649
4974,0.75227
4975,0.583449
4976,0.0730507
4977,0.602927
4978,0.8492
4979,0.786594
4980,0.220236
4981,0.353266
4982,0.255105
4983,0.792246
4984,0.908051
4985,0.101309
4986,0.083629
4987,0.0948825
4988,0.963965
4989,0.325401
4990,0.696404
4991,0.0626601
4992,0.0783302
4993,0.958888
4994,0.0664375
4995,0.65675
4996,0.0301042
4997,0.35558
4998,0.169615
4999,0.463195
5000,0.773787
5001,0.729504
5002,0.202608
5003,0.0139567
5004,0.385086
5005,0.372942
5006,0.547776
5007,0.105806
5008,0.719037
5009,0.732636
5010,0.151278
5011,0.47185
5012,0.72371
5013,0.339105
5014,0.245079
5015,0.831066
5016,0.203558
5017,0.725215
5018,0.100513
5019,0.662268
5020,0.170411
5021,0.0650551
5022,0.052313
5023,0.412052
5024,0.941559
5025,0.930861
5026,0.257363
5027,0.658608
5028,0.731119
5029,0.563097
5030,0.259917
5031,0.687849
5032,0.473645
5033,0.526197
5034,0.210843
5035,0.183383
5036,0.0617522
5037,0.869926
5038,0.646715
5039,0.241711
5040,0.569399
5041,0.614538
5042,0.76783
5043,0.668302
5044,0.569632
5045,0.848182
5046,0.682855
5047,0.724231
5048,0.493361
5049,0.179161
5050,0.710515
5051,0.927894
5052,0.470522
5053,0.0763724
5054,0.472246
5055,0.688517
5056,0.0564127
5057,0.501566
5058,0.67894
5059,0.98991
5060,0.186695
5061,0.570851
5062,0.542825
5063,0.852181
5064,0.0904237
5065,0.0544934
5066,0.0432759
5067,0.189239
5068,0.390383
5069,0.748576
5070,0.582187
5071,0.030079
5072,0.356079
5073,0.93518
5074,0.197861
5075,0.976772
5076,0.0721631
5077,0.73565
5078,0.611673
5079,0.592069
5080,0.922122
5081,0.491217
5082,0.182693
5083,0.020635
5084,0.245257
5085,0.854208
5086,0.893741
5087,0.191683
5088,0.738825
5089,0.909554
5090,0.917914
5091,0.0844578
5092,0.284447
5093,0.878972
5094,0.0754483
5095,0.684435
5096,0.469312
5097,0.188594
5098,0.622976
5099,0.855782
5100,0.442235
5101,0.444868
5102,0.685159
5103,0.608591
5104,0.639442
5105,0.094007
5106,0.184556
5107,0.367479
5108,0.785065
5109,0.808364
5110,0.120064
5111,0.336604
5112,0.820262
5113,0.410778
5114,0.335929
5115,0.905998
5116,0.648907
5117,0.0177324
5118,0.68888
5119,0.0219876
5120,0.866626
5121,0.0472034
5122,0.515369
5123,0.332505
5124,0.726138
5125,0.431246
5126,0.107107
5127,0.764268
5128,0.201392
5129,0.32092
5130,0.18231
5131,0.556439
5132,0.0646589
5133,0.437322
5134,0.0814523
5135,0.993753
5136,0.756669
5137,0.0627667
5138,0.187357
5139,0.49575
5140,0.585356
5141,0.176958
5142,0.265576
5143,0.938218
5144,0.461927
