x[i+k],x[i]
0.177188,0.555698
0.255205,0.0931377
0.0221609,0.322409
0.354747,0.234811
0.0109114,0.586035
0.976691,0.129111
0.545102,0.634723
0.407224,0.901698
0.0599016,0.318036
0.318915,0.742907
0.872922,0.220921
0.975187,0.752233
0.475989,0.635366
0.651091,0.378378
0.994378,0.716242
0.271941,0.443294
0.536432,0.171566
0.493976,0.527146
0.761957,0.558593
0.144628,0.848722
0.977834,0.772868
0.407591,0.121319
0.0230164,0.522936
0.840972,0.814815
0.557722,0.082918
0.303839,0.159886
0.912119,0.430644
0.0660107,0.279026
0.657403,0.388108
0.10435,0.717102
0.160395,0.651781
0.823348,0.376291
0.903437,0.696827
0.25542,0.317323
0.166045,0.665394
0.438262,0.400048
0.521366,0.143879
0.666815,0.845853
0.660668,0.544383
0.627301,0.507786
0.667672,0.21839
0.649034,0.93114
0.210166,0.579792
0.9679,0.715045
0.432147,0.867569
0.51935,0.0722504
0.448542,0.592542
0.289369,0.342698
0.660021,0.351978
0.0173722,0.544789
0.944836,0.826066
0.969945,0.455634
0.301487,0.466203
0.0105854,0.63676
0.144546,0.962155
0.180545,0.637886
0.569026,0.812218
0.39201,0.829579
0.544624,0.779191
0.64676,0.35991
0.43216,0.976771
0.569313,0.166111
0.508808,0.880702
0.23268,0.858682
0.403471,0.168829
0.994895,0.250052
0.705687,0.348307
0.81451,0.96484
0.601599,0.00717383
0.969329,0.825095
0.462981,0.746145
0.558363,0.149874
0.979453,0.0320072
0.811199,0.950373
0.310283,0.524077
0.500848,0.457959
0.62407,0.742443
0.623144,0.0701613
0.928843,0.132878
0.301707,0.855825
0.105877,0.332314
0.680621,0.296602
0.261442,0.811564
0.818737,0.495131
0.320226,0.863042
0.609187,0.788066
0.93794,0.783207
0.815214,0.16755
0.117923,0.917393
0.441471,0.626413
0.0843719,0.428205
0.170648,0.942319
0.0124802,0.708442
0.84132,0.793793
0.649617,0.941324
0.273638,0.143027
0.439629,0.755494
0.567058,0.954259
0.44939,0.701071
0.564112,0.385795
0.173862,0.769615
0.552822,0.173299
0.340849,0.111802
0.0291947,0.368037
0.994449,0.458772
0.886977,0.470665
0.412984,0.0788214
0.787263,0.0576252
0.851418,0.425464
0.366788,0.628583
0.771609,0.501035
0.256529,0.640426
0.594684,0.211238
0.912309,0.823587
0.209382,0.0440741
0.81369,0.476422
0.649721,0.383244
0.495046,0.366512
0.734549,0.99057
0.449341,0.52424
0.994905,0.728998
0.80782,0.336318
0.393943,0.40789
0.833354,0.595083
0.223665,0.245361
0.746396,0.200142
0.840567,0.995275
0.206513,0.00292566
0.826513,0.435252
0.479326,0.118822
0.595243,0.0358954
0.419139,0.293015
0.659527,0.244964
0.235534,0.914185
0.438425,0.394076
0.123074,0.684875
0.0211931,0.433331
0.84122,0.930894
0.525976,0.415137
0.660498,0.674574
0.874716,0.749642
0.744916,0.406894
0.40982,0.715283
0.150535,0.951429
0.0702509,0.236333
0.272228,0.629861
0.922876,0.665494
0.910458,0.691367
0.605552,0.582403
0.976479,0.145992
0.830867,0.0439776
0.477308,0.0995537
0.0304474,0.85206
0.267197,0.318528
0.993102,0.556424
0.306065,0.927695
0.334589,0.867818
0.583101,0.0509814
0.00241037,0.744408
0.980741,0.733636
0.363496,0.0726613
0.738156,0.252969
0.944336,0.286372
0.868776,0.648614
0.794606,0.549889
0.593867,0.845255
0.944809,0.625473
0.477534,0.0711748
0.389703,0.975256
0.53168,0.74473
0.672425,0.382806
0.250624,0.837745
0.888727,0.00701368
0.751422,0.833725
0.567361,0.891137
0.963799,0.732163
0.985132,0.930858
0.21723,0.701954
0.350568,0.929469
0.479358,0.0860059
0.931261,0.145175
0.770648,0.073224
0.144399,0.87607
0.851327,0.248182
0.992912,0.534102
0.916908,0.383007
0.220752,0.665337
0.672351,0.167532
0.00125721,0.109479
0.000616314,0.423773
0.155936,0.568618
0.499476,0.964415
0.666369,0.141068
0.0705368,0.716706
0.802712,0.0169372
0.162112,0.549894
0.623118,0.733973
0.610043,0.93276
0.180941,0.767517
0.301619,0.46137
0.844377,0.173854
0.839191,0.218527
0.386059,0.0651288
0.174608,0.511541
0.935314,0.387317
0.955935,0.175224
0.139639,0.0912503
0.232318,0.455411
0.172117,0.806008
0.822945,0.302855
0.85275,0.974829
0.708802,0.985057
0.917817,0.475868
0.243385,0.318845
0.780215,0.0987583
0.272612,0.545005
0.763532,0.624592
0.68972,0.111803
0.623344,0.149591
0.536908,0.864328
0.0395525,0.558658
0.649909,0.492843
0.948254,0.179192
0.9852,0.882227
0.185082,0.120371
0.0951994,0.808145
0.793202,0.0378321
0.5137,0.804001
0.122846,0.711019
0.809777,0.757085
0.30209,0.903061
0.527653,0.0823889
0.194191,0.0656218
0.215213,0.217373
0.0817017,0.817535
0.376194,0.752121
0.244964,0.121254
0.300446,0.0261023
0.908329,0.193217
0.313588,0.285645
0.0937902,0.0934119
0.131244,0.408787
0.212788,0.886992
0.598011,0.644944
0.402029,0.335635
0.238696,0.407788
0.490177,0.704119
0.769741,0.766349
0.983723,0.684368
0.501904,0.984954
0.737075,0.0654244
0.186679,0.878097
0.9042,0.982038
0.175256,0.487124
0.77277,0.812529
0.905941,0.488844
0.897631,0.86656
0.753552,0.037185
0.682129,0.110419
0.446054,0.351563
0.759351,0.0841583
0.788277,0.68475
0.4511,0.249527
0.933895,0.558018
0.542972,0.434822
0.500247,0.435799
0.313896,0.280047
0.262086,0.686925
0.17405,0.218096
0.0306254,0.437341
0.926185,0.94682
0.81338,0.936566
0.973751,0.823816
0.934235,0.566932
0.918494,0.655881
0.740039,0.380289
0.0650395,0.677845
0.927372,0.528316
0.0863347,0.516139
0.950961,0.861267
0.297067,0.629307
0.909354,0.451208
0.138133,0.610963
0.829059,0.17144
0.608781,0.312183
0.259002,0.859685
0.796251,0.534966
0.358782,0.0723815
0.639313,0.770003
0.425883,0.293017
0.673306,0.557807
0.235652,0.165922
0.694238,0.738345
0.254484,0.163024
0.0242916,0.780573
0.40988,0.205445
0.656653,0.321358
0.932321,0.319234
0.490673,0.794786
0.106969,0.76138
0.621065,0.0994544
0.63442,0.365971
0.438352,0.417316
0.187319,0.993202
0.286219,0.0776651
0.635472,0.613202
0.779124,0.959525
0.69787,0.871125
0.0341488,0.473362
0.253935,0.952354
0.1578,0.0584404
0.379799,0.663814
0.983048,0.814453
0.609239,0.31212
0.0735002,0.473722
0.573176,0.716208
0.0821781,0.694565
0.111881,0.207597
0.200799,0.52053
0.598195,0.2992
0.912402,0.487018
0.446542,0.233668
0.104792,0.691525
0.164887,0.144412
0.0967668,0.138941
0.197382,0.418822
0.0826362,0.254567
0.0690197,0.57718
0.8893,0.0656846
0.539406,0.678259
0.394466,0.9628
0.657366,0.112583
0.320179,0.476645
0.997175,0.769247
0.0684469,0.520978
0.00799569,0.59537
0.829038,0.980849
0.672374,0.454538
0.59895,0.93383
0.0727716,0.837261
0.256083,0.695717
0.950284,0.270153
0.847334,0.338719
0.404403,0.0193035
0.697562,0.736634
0.699434,0.94381
0.0563925,0.0920286
0.568673,0.3568
0.126047,0.376572
0.89755,0.565848
0.161218,0.194494
0.175342,0.905546
0.360084,0.990256
0.924086,0.847716
0.684977,0.959034
0.654751,0.996858
0.267011,0.94106
0.279778,0.605035
0.624338,0.114345
0.850978,0.684182
0.627992,0.321901
0.413929,0.550413
0.907212,0.684384
0.0609558,0.982602
0.54845,0.0332592
0.227753,0.958506
0.864051,0.709668
0.699924,0.403095
0.250811,0.224135
0.183169,0.62401
0.620868,0.935788
0.876848,0.83792
0.442955,0.887879
0.00222359,0.156626
0.840808,0.0672935
0.389194,0.853202
0.403615,0.468799
0.153183,0.803123
0.785726,0.310827
0.344086,0.214139
0.172645,0.334176
0.0438439,0.571839
0.974934,0.0366962
0.260831,0.743768
0.367778,0.225746
0.161534,0.444
0.28192,0.988646
0.876525,0.0383814
0.195007,0.724876
0.792169,0.878748
0.73195,0.0358152
0.504614,0.181363
0.984486,0.135565
0.446392,0.657798
0.871937,0.770212
0.104388,0.790478
0.362317,0.0445814
0.0812776,0.148232
0.891999,0.337251
0.562997,0.342109
0.786109,0.259777
0.248423,0.724531
0.762912,0.0680296
0.792905,0.124948
0.00369629,0.95792
0.993735,0.585074
0.766437,0.735647
0.871212,0.498349
0.156147,0.750923
0.521135,0.317604
0.108082,0.0280833
0.0726647,0.625523
0.773755,0.470399
0.80765,0.153942
0.496051,0.665754
0.925532,0.370647
0.095178,0.28216
0.35019,0.173955
0.298903,0.85809
0.81601,0.143095
0.728169,0.302599
0.0382457,0.809744
0.308093,0.494606
0.24553,0.909457
0.227061,0.46424
0.492323,0.766665
0.392188,0.335143
0.805541,0.564988
0.71893,0.165943
0.831697,0.613192
0.983839,0.214982
0.497142,0.757229
0.931183,0.0790171
0.937107,0.847332
0.990427,0.230086
0.532685,0.753117
0.562861,0.718596
0.213202,0.570931
0.480388,0.870954
0.335194,0.458732
0.225397,0.707449
0.0425917,0.827517
0.392505,0.617585
0.783528,0.848133
0.461325,0.111436
0.326417,0.615225
0.372454,0.445164
0.524181,0.823559
0.670891,0.303637
0.533723,0.461288
0.214405,0.661318
0.379914,0.0664086
0.63734,0.777266
0.64822,0.593116
0.0518483,0.117728
0.825177,0.983414
0.810932,0.277245
0.894831,0.867769
0.715902,0.203437
0.314873,0.678359
0.293584,0.177227
0.622391,0.64129
0.46485,0.666037
0.969675,0.146572
0.60786,0.135741
0.797059,0.503398
0.569807,0.822265
0.599531,0.176973
0.770089,0.207146
0.324874,0.247751
0.231166,0.821938
0.099183,0.150051
0.0178198,0.0420973
0.245534,0.994014
0.672372,0.733722
0.910948,0.560407
0.201698,0.965956
0.631993,0.533339
0.679911,0.666547
0.802288,0.601668
0.105066,0.287771
0.110036,0.599347
0.77632,0.674873
0.882019,0.709567
0.957318,0.546409
0.368347,0.206893
0.356944,0.188484
0.230581,0.46753
0.461543,0.374764
0.108485,0.476116
0.0365229,0.133915
0.0998714,0.0194337
0.552773,0.238221
0.904768,0.731865
0.333533,0.232684
0.520455,0.707056
0.306403,0.438599
0.113471,0.630491
0.340058,0.0827224
0.629132,0.99549
0.202383,0.297376
0.48586,0.997478
0.465008,0.559327
0.934091,0.716441
0.192557,0.926551
0.0604668,0.042576
0.0620097,0.229079
0.4673,0.160338
0.892203,0.614782
0.847466,0.372068
0.0791234,0.225736
0.664335,0.367921
0.998412,0.385526
0.468248,0.777806
0.773296,0.33847
0.635846,0.09738
0.0948584,0.975679
0.535006,0.121706
0.838147,0.559866
0.486418,0.469097
0.511673,0.0307031
0.259782,0.546885
0.707223,0.573683
0.188465,0.727082
0.0991501,0.599426
0.825162,0.0359314
0.403852,0.178274
0.5638,0.489496
0.267302,0.402264
0.740733,0.032048
0.129428,0.0405986
0.016278,0.376579
0.498285,0.224286
0.784153,0.551284
0.0203813,0.336431
0.367134,0.270571
0.817455,0.532054
0.105737,0.626917
0.353999,0.524678
0.124104,0.294202
0.330134,0.453149
0.631423,0.949265
0.438761,0.733986
0.13625,0.195222
0.22727,0.706064
0.746662,0.876984
0.253563,0.356698
0.580985,0.76294
0.314225,0.751847
0.0882787,0.365138
0.635708,0.334606
0.86666,0.455413
0.08233,0.453163
0.977841,0.972397
0.2666,0.436329
0.889479,0.101945
0.0512101,0.596733
0.330719,0.520902
0.716124,0.489971
0.196035,0.466969
0.343953,0.943395
0.300093,0.942697
0.705638,0.597516
0.349363,0.881078
0.246216,0.019862
0.354468,0.437642
0.893055,0.881924
0.335087,0.221128
0.193525,0.975385
0.411714,0.312929
0.414874,0.460125
0.0568581,0.301193
0.822095,0.466084
0.956055,0.387577
0.854547,0.538219
0.481613,0.15209
0.0947876,0.1985
0.796015,0.781706
0.662784,0.800425
0.820287,0.145378
0.58302,0.909
0.790924,0.174755
0.395883,0.476075
0.451459,0.126011
0.43894,0.589408
0.049533,0.863174
0.164367,0.853813
0.319897,0.106391
0.493969,0.986461
0.52468,0.275952
0.428043,0.348515
0.547015,0.00629338
0.788,0.52283
0.323255,0.34303
0.488408,0.450784
0.359784,0.143543
0.318298,0.0714281
0.547503,0.150708
0.276719,0.714181
0.303589,0.998962
0.862136,0.715658
0.569472,0.353122
0.459513,0.0265022
0.0129633,0.889369
0.165321,0.953481
0.301997,0.537643
0.543937,0.593364
0.116194,0.849012
0.192042,0.331937
0.782721,0.439449
0.582992,0.68045
0.751878,0.142505
0.293212,0.901289
0.61547,0.299381
0.298343,0.569931
0.285589,0.919059
0.272181,0.160479
0.186981,0.855061
0.744429,0.731694
0.685175,0.199944
0.737588,0.90975
0.503114,0.987172
0.836184,0.281524
0.613461,0.619308
0.0587572,0.0282257
0.708676,0.396182
0.538686,0.641749
0.543038,0.460554
0.759935,0.831899
0.40183,0.158508
0.0775673,0.0582786
0.218758,0.687419
0.542479,0.349748
0.0814416,0.405739
0.605683,0.286909
0.196659,0.766617
0.753789,0.343271
0.624795,0.699773
0.319081,0.589973
0.618198,0.238256
0.634438,0.377838
0.0195871,0.326874
0.787428,0.173124
0.00502245,0.562626
0.721134,0.547364
0.605642,0.406852
0.0942707,0.798701
0.148449,0.8244
0.230139,0.63675
0.923659,0.229891
0.996508,0.835822
0.179092,0.120318
0.820091,0.750297
0.340269,0.803887
0.0421432,0.139171
0.517009,0.958467
0.285341,0.676581
0.849705,0.536597
0.0992222,0.0727699
0.620134,0.854727
0.261579,0.820356
0.619058,0.225776
0.0501762,0.35585
0.9926,0.767507
0.997398,0.280315
0.116136,0.916258
0.0365761,0.993906
0.744202,0.295228
0.0991157,0.856667
0.995838,0.0844715
0.0429388,0.141259
0.81784,0.512847
0.0494439,0.32828
0.40105,0.667544
0.522272,0.148666
0.969022,0.0211838
0.24696,0.783851
0.1397,0.58808
0.355587,0.297136
0.577451,0.1323
0.0485586,0.352985
0.346891,0.693587
0.988816,0.0851347
0.941801,0.0910929
0.175564,0.0879312
0.22919,0.937639
0.450487,0.218503
0.546783,0.0470298
0.714574,0.49993
0.648596,0.947833
0.969017,0.236846
0.0206964,0.617619
0.205699,0.215977
0.513113,0.160397
0.292697,0.561286
0.91427,0.0905641
0.784151,0.341256
0.42639,0.261161
0.352254,0.772967
0.860898,0.368191
0.305831,0.527818
0.746321,0.0900882
0.137118,0.756317
0.256248,0.293104
0.240938,0.851692
0.088538,0.904844
0.522463,0.209955
0.425932,0.109234
0.269631,0.728161
0.289447,0.939045
0.0296093,0.562328
0.903584,0.203717
0.464878,0.813761
0.586727,0.329974
0.698165,0.817132
0.34495,0.447625
0.537714,0.00399594
0.760313,0.0912713
0.384376,0.674832
0.526524,0.0165607
0.921405,0.625314
0.835268,0.615062
0.724296,0.443867
0.172029,0.2612
0.200246,0.993927
0.556255,0.461476
0.665193,0.229855
0.0436154,0.459839
0.789813,0.130072
0.947204,0.630343
0.0779682,0.487978
0.491974,0.292154
0.383425,0.615682
0.290513,0.252287
0.268848,0.767801
0.393114,0.817037
0.432099,0.190252
0.63412,0.228383
0.489583,0.156395
0.150322,0.806149
0.267625,0.689829
0.919683,0.706577
0.166416,0.932818
0.0628894,0.963299
0.593642,0.956229
0.444206,0.0100931
0.302247,0.67161
0.287292,0.93618
0.188467,0.685672
0.453473,0.577805
0.394842,0.457315
0.647567,0.846587
0.07497,0.826941
0.983336,0.281687
0.0878351,0.564553
0.254382,0.133659
0.840236,0.35546
0.288277,0.174065
0.137364,0.00665221
0.962881,0.351167
0.36126,0.731006
0.402615,0.407087
0.343268,0.663507
0.349179,0.689907
0.267712,0.531735
0.989049,0.802652
0.649239,0.662554
0.489495,0.636616
0.918303,0.724209
0.288762,0.472832
0.60649,0.00613772
0.361597,0.543144
0.717209,0.446726
0.453378,0.649875
0.00104169,0.854573
0.585579,0.416259
0.823347,0.362302
0.0258086,0.988194
0.678101,0.166614
0.698349,0.374988
0.177639,0.945813
0.608368,0.687398
0.324014,0.826878
0.551088,0.0978629
0.570695,0.242317
0.248455,0.83985
0.382994,0.177185
0.623911,0.610052
0.259927,0.100203
0.954776,0.0772893
0.493549,0.260968
0.62327,0.540355
0.528549,0.316895
0.48351,0.649079
0.0240662,0.20665
0.152464,0.181859
0.869257,0.201706
0.0285841,0.760831
0.858694,0.193271
0.435588,0.579672
0.419521,0.429389
0.606573,0.684042
0.294094,0.802515
0.902718,0.230484
0.307774,0.554021
0.814989,0.857493
0.397848,0.801322
0.118217,0.438259
0.0873379,0.926397
0.133047,0.601727
0.783586,0.111404
0.31311,0.285511
0.0463421,0.652842
0.846113,0.341694
0.921365,0.905036
0.334425,0.281701
0.965743,0.340887
0.143402,0.940998
0.171482,0.259837
0.813858,0.0461191
0.903612,0.479256
0.280578,0.628847
0.0671061,0.30146
0.227857,0.398795
0.000522443,0.154444
0.265848,0.360904
0.646415,0.784108
0.43695,0.578958
0.920652,0.692757
0.597793,0.283063
0.564764,0.842017
0.182904,0.932218
0.873216,0.530507
0.790344,0.326305
0.372424,0.0446988
0.523955,0.604202
0.233048,0.276037
0.577497,0.804533
0.203328,0.300155
0.454599,0.805354
0.166258,0.203851
0.987959,0.720447
0.299405,0.812673
0.505431,0.424909
0.707972,0.220056
0.0620732,0.103224
0.0354423,0.272736
0.803242,0.244977
0.571282,0.908659
0.953358,0.593586
0.197788,0.943706
0.219743,0.477312
0.281845,0.430836
0.730991,0.79724
0.602594,0.485173
0.689024,0.185589
0.906036,0.768852
0.581526,0.676982
0.101891,0.205441
0.425497,0.0869565
0.190181,0.809863
0.0825982,0.48757
0.732547,0.225623
0.134282,0.885841
0.479427,0.303829
0.247535,0.0876391
0.564951,0.677214
0.10805,0.467278
0.264518,0.846796
0.331969,0.839041
0.0246303,0.867112
0.635965,0.0209929
0.697975,0.930666
0.136107,0.21749
0.304447,0.799866
0.609728,0.561603
0.0491733,0.494627
0.72025,0.692326
0.578167,0.78172
0.0855488,0.854532
0.942171,0.0575937
0.734808,0.333084
0.800362,0.507122
0.353919,0.842858
0.681899,0.0648805
0.931993,0.685888
0.706881,0.70653
0.637196,0.567957
0.785448,0.404856
0.204722,0.773303
0.334906,0.0898946
0.584522,0.81445
0.506776,0.38408
0.1658,0.304772
0.159304,0.0849434
0.142537,0.251348
0.584432,0.101475
0.608598,0.877345
0.720204,0.384795
0.449675,0.962517
0.648405,0.402103
0.108633,0.381668
0.949625,0.355285
0.760141,0.745829
0.519132,0.735073
0.824967,0.964863
0.779313,0.854038
0.238118,0.40949
0.714262,0.286089
0.371033,0.403917
0.655266,0.873566
0.975042,0.51357
0.390915,0.239698
0.624493,0.58364
0.546156,0.111119
0.513222,0.0741684
0.455836,0.194561
0.549846,0.621855
0.367684,0.405461
0.140534,0.309987
0.27485,0.886816
0.740854,0.965502
0.374991,0.054163
0.340252,0.978972
0.382889,0.0892532
0.96282,0.711285
0.224854,0.0381551
0.277854,0.937861
0.521501,0.615769
0.726888,0.902347
0.976515,0.0676572
0.262218,0.24011
0.861965,0.432352
0.837813,0.812064
0.122052,0.229649
0.116464,0.978347
0.943849,0.396902
0.451065,0.857318
0.83629,0.31884
0.408093,0.791317
0.502602,0.219179
0.257334,0.370913
0.308774,0.727456
0.343226,0.535188
0.437534,0.830275
0.897932,0.0701137
0.310224,0.41405
0.846401,0.16015
0.972215,0.172189
0.401837,0.684214
0.662561,0.0942665
0.491168,0.518301
0.37562,0.60641
0.925251,0.942233
0.733551,0.211909
0.431088,0.333344
0.704257,0.236152
0.963609,0.688422
0.22361,0.0130312
0.843306,0.306834
0.376948,0.661144
0.0751938,0.741239
0.901389,0.687172
0.85936,0.921595
0.605809,0.873604
0.967871,0.261198
0.779499,0.26837
0.874781,0.459039
0.401273,0.155119
0.367028,0.800031
0.133375,0.134823
0.370976,0.798116
0.486538,0.837632
0.850663,0.334584
0.641419,0.710148
0.371292,0.69397
0.435209,0.0183669
0.705539,0.446486
0.368081,0.336598
0.210202,0.564899
0.826097,0.97389
0.242261,0.178073
0.637112,0.605596
0.760714,0.117041
0.917072,0.0383841
0.173207,0.127742
0.925858,0.0504474
0.88808,0.544183
0.878767,0.412397
0.122545,0.738743
0.432712,0.520186
0.538553,0.493837
0.940324,0.867921
0.204519,0.244092
0.808991,0.308405
0.282295,0.414721
0.592793,0.635088
0.240683,0.524556
0.641597,0.229905
0.268289,0.00139733
0.129139,0.558669
0.609117,0.441496
0.985679,0.0549977
0.467394,0.497196
0.235939,0.864447
0.384633,0.589939
0.0837769,0.668651
0.536572,0.923186
0.167278,0.0241007
0.332506,0.741091
0.155812,0.976269
0.611356,0.614801
0.139357,0.748606
0.978511,0.852039
0.853437,0.780954
0.339623,0.2468
0.688296,0.982576
0.037574,0.94874
0.445936,0.673976
0.538422,0.504968
0.0949078,0.681875
0.350527,0.923055
0.846241,0.178685
0.202785,0.887099
0.62819,0.0135191
0.989788,0.535291
0.150092,0.784003
0.532608,0.601144
0.453184,0.289449
0.0704025,0.511119
0.757918,0.306621
0.289197,0.410026
0.358766,0.446215
0.12019,0.326771
0.831739,0.804702
0.486577,0.658612
0.581668,0.926647
0.105332,0.837104
0.724203,0.427909
0.441428,0.308117
0.843408,0.352394
0.136396,0.431216
0.0323602,0.9935
0.282949,0.669004
0.180123,0.485544
0.792164,0.353351
0.763377,0.938041
0.384256,0.0813613
0.408132,0.122143
0.926844,0.504446
0.163059,0.239871
0.166518,0.413422
0.250525,0.744726
0.172635,0.27185
0.579967,0.974728
0.327122,0.614064
0.0452796,0.423375
0.416875,0.463518
0.132522,0.0776398
0.563184,0.699824
0.053175,0.312645
0.250687,0.355348
0.43671,0.816552
0.938695,0.634943
0.139389,0.844842
0.0847128,0.865539
0.278961,0.302448
0.0471742,0.251231
0.523081,0.529486
0.504214,0.21981
0.833873,0.103048
0.526423,0.831336
0.294854,0.879153
0.956793,0.943298
0.643121,0.427377
0.740022,0.519976
0.875325,0.696296
0.512848,0.990709
0.625652,0.312034
0.156876,0.451543
0.317082,0.765041
0.0674892,0.241589
0.49282,0.596042
0.125528,0.114663
0.334473,0.0159006
0.118948,0.629742
0.461079,0.168346
0.0474988,0.645371
0.588669,0.755933
0.18331,0.00429139
0.524268,0.23179
0.928086,0.923332
0.914041,0.399592
0.711627,0.440934
0.892477,0.539694
0.304735,0.868503
0.110091,0.209559
0.805601,0.372224
0.486887,0.602911
0.618812,0.93113
0.560872,0.82136
0.989706,0.73776
0.383131,0.0219507
0.777884,0.0372052
0.0414966,0.971799
0.203589,0.961194
0.884526,0.565764
0.965357,0.131675
0.57261,0.798567
0.338261,0.676984
0.545486,0.465087
0.674646,0.642996
0.0152197,0.655577
0.258488,0.480247
0.411376,0.502107
0.323467,0.8773
0.61506,0.972249
0.994199,0.313174
0.350379,0.998191
0.96999,0.772083
0.733277,0.391876
0.95764,0.173579
0.305254,0.617802
0.416369,0.922997
0.599981,0.877864
0.342951,0.75463
0.397625,0.145467
0.801044,0.0175963
0.497843,0.412845
0.914952,0.0595323
0.936832,0.90922
0.881468,0.23842
0.551594,0.551892
0.550082,0.875668
0.647751,0.901973
0.293849,0.520072
0.693651,0.381027
0.99883,0.251489
0.174486,0.998906
0.87677,0.415199
0.169829,0.774466
0.919933,0.21972
0.237317,0.567454
0.9803,0.720977
0.780509,0.73516
0.64438,0.895252
0.133672,0.717341
0.269233,0.525848
0.401516,0.685265
0.587238,0.819316
0.339388,0.0492661
0.430293,0.881087
0.132576,0.0330394
0.0319453,0.429123
0.844322,0.307061
0.0815278,0.908715
0.128435,0.014151
0.581605,0.00146079
0.722438,0.365752
0.100912,0.561905
0.457157,0.502947
0.220288,0.745292
0.27114,0.590828
0.276094,0.489522
0.308837,0.672655
0.721922,0.863332
0.744419,0.648225
0.681264,0.152215
0.581338,0.876994
0.184055,0.71321
0.621925,0.42566
0.439811,0.265583
0.267044,0.75036
0.116112,0.0214164
0.583321,0.989482
0.492429,0.217025
0.962317,0.0404783
0.631307,0.712717
0.202239,0.233456
0.906112,0.907401
0.770732,0.511076
0.159301,0.628034
0.780249,0.515151
0.392145,0.840565
0.553775,0.361586
0.787246,0.576201
0.841784,0.1757
0.92606,0.227057
0.248474,0.108828
0.0983097,0.0421726
0.259197,0.831795
0.872274,0.590739
0.303456,0.221514
0.45497,0.503581
0.410981,0.505694
0.0167703,0.361082
0.989116,0.181714
0.696865,0.176071
0.0166367,0.769364
0.130951,0.0890097
0.66521,0.570412
0.746112,0.918197
0.145255,0.506994
0.615822,0.672172
0.714344,0.393728
0.225524,0.714132
0.30487,0.973542
0.195055,0.0977975
0.601378,0.608326
0.11402,0.650026
0.0111076,0.0123591
0.194073,0.130791
0.306862,0.000223212
0.769587,0.890937
0.979947,0.323499
0.893911,0.900538
0.818735,0.645157
0.152152,0.640022
0.312194,0.96399
0.357718,0.767974
0.482106,0.0265387
8.03829e-05,0.583242
0.681039,0.786976
0.395302,0.195136
0.845161,0.282417
0.294776,0.509322
0.640113,0.856269
0.856492,0.488849
0.379786,0.946975
0.270474,0.626079
0.526617,0.359733
0.0048907,0.164385
0.804407,0.345352
0.309342,0.157042
0.925016,0.116601
0.14314,0.66706
0.250302,0.407122
0.194097,0.143221
0.338356,0.931341
0.213759,0.589399
0.0987217,0.183518
0.0397864,0.508535
0.997384,0.738835
0.68581,0.896278
0.522358,0.37717
0.736904,0.956284
0.120669,0.0489752
0.394328,0.741794
0.898837,0.925076
0.0416778,0.70367
0.37073,0.823853
0.230974,0.184818
0.328038,0.621032
0.552373,0.425072
0.0144709,0.666395
0.849912,0.766132
0.274667,0.113193
0.852028,0.889699
0.785977,0.272051
0.649221,0.537838
0.494122,0.308335
0.35731,0.386125
0.127919,0.614792
0.539868,0.751638
0.455307,0.026756
0.850609,0.581546
0.766364,0.826037
0.447069,0.0815829
0.506655,0.0944023
0.760797,0.999442
0.765574,0.521125
0.634318,0.610709
0.500408,0.0402403
0.312291,0.486346
0.0241837,0.286385
0.59472,0.961512
0.347637,0.518306
0.133098,0.95203
0.703667,0.475556
0.502312,0.672966
0.254512,0.158975
0.985012,0.352921
0.434504,0.0208756
0.115278,0.432081
0.431523,0.941158
0.462284,0.876075
0.486784,0.197096
0.237336,0.0966018
0.582948,0.987192
0.273577,0.549627
0.51114,0.607131
0.125437,0.868297
0.820326,0.858777
0.334333,0.258535
0.931501,0.523994
0.682968,0.836645
0.189566,0.186013
0.206888,0.66798
0.100061,0.62407
0.565228,0.322166
0.198241,0.531583
0.728679,0.0275116
0.124113,0.685025
0.672217,0.966016
0.515643,0.707061
0.314192,0.945794
0.81409,0.0267825
0.885559,0.439629
0.698164,0.634416
0.15841,0.219892
0.0565368,0.629665
0.815678,0.841378
0.509358,0.246103
0.870172,0.0225663
0.344732,0.609419
0.141002,0.4354
0.462912,0.542973
0.227998,0.869681
0.835697,0.587025
0.294086,0.900215
0.846009,0.35134
0.378122,0.608278
0.0479073,0.660099
0.294515,0.263682
0.483573,0.746072
0.375737,0.452926
0.294304,0.54011
0.786213,0.191415
0.213982,0.803662
0.413081,0.656385
0.0917848,0.558714
0.101687,0.554083
0.423765,0.554696
0.141721,0.329685
0.2299,0.259462
0.610801,0.435807
0.0440851,0.0759093
0.736008,0.988924
0.252606,0.0919923
0.838064,0.0305237
0.483449,0.736179
0.276289,0.213801
0.405217,0.777753
0.581415,0.0625016
0.718886,0.619198
0.177912,0.994496
0.54858,0.810671
0.365368,0.279599
0.609284,0.972344
0.231806,0.507089
0.942896,0.839185
0.915094,0.842607
0.831531,0.986981
0.0789736,0.651102
0.681626,0.0841368
0.820316,0.917038
0.130839,0.165075
0.942828,0.0966047
0.159106,0.536055
0.155253,0.524244
0.51874,0.877993
0.688664,0.333165
0.612764,0.06732
0.0396644,0.0540318
0.561121,0.222049
0.0612336,0.27147
0.114078,0.504017
0.490998,0.976328
0.62743,0.945609
0.0297458,0.569972
0.487009,0.309056
0.474132,0.850061
0.946666,0.617848
